topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,works_count
T11918,Forecasting Techniques and Applications,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,46139
T12530,Bioactive Natural Diterpenoids Research,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,46138
T13931,Philosophy and Historical Thought,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,46128
T12777,"Philosophy, History, and Historiography",1202,History,12,Arts and Humanities,2,Social Sciences,46120
T11031,Game Theory and Applications,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,46115
T13078,Political and Social Dynamics in Chile and Latin America,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,46099
T14300,Legal and Social Philosophy,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,46035
T11040,Personality Traits and Psychology,3203,Clinical Psychology,32,Psychology,2,Social Sciences,46011
T13213,Mechanical Failure Analysis and Simulation,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,45986
T12276,Risk Management in Financial Firms,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,45968
T14064,Organizational and Employee Performance,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,45908
T14497,Social Issues and Policies in Latin America,3308,Law,33,Social Sciences,2,Social Sciences,45889
T11046,Geotechnical Engineering and Analysis,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences,45880
T12558,Wittgensteinian philosophy and applications,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,45837
T11616,Autoimmune and Inflammatory Disorders Research,2720,Hematology,27,Medicine,4,Health Sciences,45823
T11204,Ion Channels and Receptors,2809,Sensory Systems,28,Neuroscience,1,Life Sciences,45815
T11885,MRI in cancer diagnosis,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,45761
T12538,Eosinophilic Esophagitis,2746,Surgery,27,Medicine,4,Health Sciences,45744
T10918,Memory Processes and Influences,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,45743
T12974,Modernist Literature and Criticism,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,45741
T14117,Integrated Circuits and Semiconductor Failure Analysis,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,45724
T11476,Graph theory and applications,2608,Geometry and Topology,26,Mathematics,3,Physical Sciences,45694
T11847,Recycled Aggregate Concrete Performance,2215,Building and Construction,22,Engineering,3,Physical Sciences,45692
T14510,Medical Imaging and Analysis,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,45689
T11023,Prosthetics and Rehabilitation Robotics,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,45679
T13869,Ocular and Laser Science Research,2731,Ophthalmology,27,Medicine,4,Health Sciences,45660
T11191,Mathematical functions and polynomials,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences,45638
T11571,Sarcoidosis and Beryllium Toxicity Research,2737,Physiology,27,Medicine,4,Health Sciences,45636
T11055,Cardiac and Coronary Surgery Techniques,2746,Surgery,27,Medicine,4,Health Sciences,45616
T11014,Regional Economics and Spatial Analysis,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,45610
T13084,Education during COVID-19 pandemic,3304,Education,33,Social Sciences,2,Social Sciences,45603
T10693,Blood transfusion and management,2704,Biochemistry,27,Medicine,4,Health Sciences,45555
T13498,Economic Development and Digital Transformation,2000,"General Economics, Econometrics and Finance",20,"Economics, Econometrics and Finance",2,Social Sciences,45507
T12953,Critical Realism in Sociology,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,45454
T11573,Risk Perception and Management,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,45447
T11812,Nasal Surgery and Airway Studies,2746,Surgery,27,Medicine,4,Health Sciences,45441
T11238,Simulation-Based Education in Healthcare,2737,Physiology,27,Medicine,4,Health Sciences,45435
T12656,"Climate Change, Adaptation, Migration",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,45433
T12949,South Asian Studies and Diaspora,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,45419
T11724,Inflammatory Myopathies and Dermatomyositis,2713,Epidemiology,27,Medicine,4,Health Sciences,45409
T13321,"Radio, Podcasts, and Digital Media",3315,Communication,33,Social Sciences,2,Social Sciences,45409
T11087,Solidification and crystal growth phenomena,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,45406
T13601,Urban Transport Systems Analysis,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,45360
T11861,Thermal Regulation in Medicine,2706,Critical Care and Intensive Care Medicine,27,Medicine,4,Health Sciences,45359
T13173,Gender Studies in Language,3318,Gender Studies,33,Social Sciences,2,Social Sciences,45357
T13972,Business Law and Ethics,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,45301
T11760,Plant responses to elevated CO2,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,45289
T12790,Nursing Diagnosis and Documentation,2910,"Issues, ethics and legal aspects",29,Nursing,4,Health Sciences,45272
T11307,Domain Adaptation and Few-Shot Learning,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,45254
T10741,Video Coding and Compression Technologies,1711,Signal Processing,17,Computer Science,3,Physical Sciences,45241
T10920,Advanced Drug Delivery Systems,3003,Pharmaceutical Science,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences,45228
T12240,Nanomaterials for catalytic reactions,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,45219
T14034,Musicians’ Health and Performance,2742,Rehabilitation,27,Medicine,4,Health Sciences,45217
T11604,Ship Hydrodynamics and Maneuverability,2212,Ocean Engineering,22,Engineering,3,Physical Sciences,45215
T12936,"Conflict, Peace, and Violence in Colombia",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,45175
T11844,Lipid metabolism and biosynthesis,1303,Biochemistry,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,45163
T13897,Historical Economic and Legal Thought,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,45153
T12296,Autopsy Techniques and Outcomes,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,45150
T12154,Pelvic and Acetabular Injuries,2746,Surgery,27,Medicine,4,Health Sciences,45145
T12260,Educational Technology and Pedagogy,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,45145
T11860,"HIV, Drug Use, Sexual Risk",2713,Epidemiology,27,Medicine,4,Health Sciences,45119
T10951,Cryptographic Implementations and Security,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,45114
T12096,Ectopic Pregnancy Diagnosis and Management,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,45113
T12402,Travel-related health issues,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,45107
T11102,HVDC Systems and Fault Protection,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,45102
T11900,Fungal Plant Pathogen Control,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,45036
T10899,Advanced Operator Algebra Research,2610,Mathematical Physics,26,Mathematics,3,Physical Sciences,45013
T10859,Polymer Surface Interaction Studies,2508,"Surfaces, Coatings and Films",25,Materials Science,3,Physical Sciences,45010
T12472,Plant responses to water stress,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,45007
T11231,Microbial Fuel Cells and Bioremediation,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,44976
T11373,Sleep and Work-Related Fatigue,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences,44975
T14458,Education and Work Dynamics,3317,Demography,33,Social Sciences,2,Social Sciences,44954
T12052,Polish socio-economic development,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,44930
T12163,Aerosol Filtration and Electrostatic Precipitation,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,44930
T12463,Amoebic Infections and Treatments,2725,Infectious Diseases,27,Medicine,4,Health Sciences,44925
T11524,Advanced Aircraft Design and Technologies,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,44922
T13730,"Martial Arts: Techniques, Psychology, and Education",3311,Safety Research,33,Social Sciences,2,Social Sciences,44868
T11240,Luminescence and Fluorescent Materials,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,44858
T11735,Peripheral Neuropathies and Disorders,2728,Neurology,27,Medicine,4,Health Sciences,44840
T10186,Nursing education and management,2922,Research and Theory,29,Nursing,4,Health Sciences,44832
T13555,"Healthcare cost, quality, practices",3600,General Health Professions,36,Health Professions,4,Health Sciences,44802
T14237,Historical and Political Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,44764
T14452,Mexican Socioeconomic and Environmental Dynamics,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,44764
T11602,Magnetic Bearings and Levitation Dynamics,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences,44742
T11969,Fluoride Effects and Removal,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,44734
T12083,Karst Systems and Hydrogeology,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,44684
T13151,Business Strategies and Innovation,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,44654
T14071,Healthcare during COVID-19 Pandemic,1710,Information Systems,17,Computer Science,3,Physical Sciences,44652
T12109,"Race, Identity, and Education in Brazil",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,44617
T13083,Advanced Text Analysis Techniques,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,44607
T13069,Cocoa and Sweet Potato Agronomy,1108,Horticulture,11,Agricultural and Biological Sciences,1,Life Sciences,44605
T11582,Nanopore and Nanochannel Transport Studies,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,44598
T12735,Blood donation and transfusion practices,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences,44593
T11200,Electrodeposition and Electroless Coatings,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,44591
T11332,"Genomics, phytochemicals, and oxidative stress",1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,44590
T13689,Underground infrastructure and sustainability,2215,Building and Construction,22,Engineering,3,Physical Sciences,44578
T12902,Public Policy and Governance,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,44576
T11887,Quasicrystal Structures and Properties,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,44561
T11647,Workplace Violence and Bullying,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,44499
T12400,Neurogenetic and Muscular Disorders Research,2716,Genetics,27,Medicine,4,Health Sciences,44495
T11980,Human Mobility and Location-Based Analysis,3313,Transportation,33,Social Sciences,2,Social Sciences,44489
T10239,Urban Planning and Governance,3322,Urban Studies,33,Social Sciences,2,Social Sciences,44488
T11827,Polyomavirus and related diseases,2730,Oncology,27,Medicine,4,Health Sciences,44458
T11025,Nonlinear Optical Materials Research,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences,44430
T12057,Consumer Attitudes and Food Labeling,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,44392
T11419,Supramolecular Self-Assembly in Materials,2502,Biomaterials,25,Materials Science,3,Physical Sciences,44381
T11953,"Neuroethics, Human Enhancement, Biomedical Innovations",2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,44362
T11019,Image Enhancement Techniques,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,44330
T13490,Aquatic Ecosystems and Biodiversity,2303,Ecology,23,Environmental Science,3,Physical Sciences,44319
T12145,Dental Anxiety and Anesthesia Techniques,3504,Oral Surgery,35,Dentistry,4,Health Sciences,44300
T13795,"Language, Communication, and Linguistic Studies",3315,Communication,33,Social Sciences,2,Social Sciences,44280
T10800,Forensic Toxicology and Drug Analysis,3005,Toxicology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences,44254
T10504,Sensorless Control of Electric Motors,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,44252
T12870,Seedling growth and survival studies,2309,Nature and Landscape Conservation,23,Environmental Science,3,Physical Sciences,44229
T13355,Marketing and Advertising Strategies,1406,Marketing,14,"Business, Management and Accounting",2,Social Sciences,44138
T13131,Collaborative Teaching and Inclusion,3304,Education,33,Social Sciences,2,Social Sciences,44133
T12204,African Education and Politics,3304,Education,33,Social Sciences,2,Social Sciences,44121
T11856,Thermography and Photoacoustic Techniques,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,44091
T11781,Wastewater Treatment and Reuse,2311,Industrial and Manufacturing Engineering,23,Environmental Science,3,Physical Sciences,44060
